id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
2842,LincNeb,4.0,"When the price is right on these these memory cards, why not buy for it a late model tablet?  I could  also  make this a review for Class 4 Kingston 32 GB MicroSDHC, which I bought from Amazon at the same time.  The Class 10 cards will work in the late model tablets.  While there might be a small speed boost in booting up and having the tablet ready to run compared to a Class 6 or a lower class card.  I would say it there just isn't that huge of difference between this and lower speed cards.  I would say it's what inside the tablet that will determine it's boot-up speed more than the card you put into it.  In different devices such as cameras that can use this type of card this may very well --not-- be true.  But brand name and cost are the determining factors for what I buy to put in my tablets.",2014-03-01,282,0,0,0,0,0.0,0.0
2843,Linda Kirk,4.0,My granddaughter wanted this for her phone so she could put songs on it.  She loved the card and its capacity.,2013-04-02,615,0,0,0,0,0.0,0.0
2844,Linda Mienzer,4.0,Love this product. The card easily integrated with my cellphone. Small and very portable. I would gladly recommend this product to my friends.,2013-11-29,374,0,0,0,0,0.0,0.0
2849,linuxpng,1.0,Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,2013-12-29,344,0,1,1,-1,0.0,0.0
2863,lloyd,3.0,Slow and expensive- better options out there,2014-03-07,276,0,0,0,0,0.0,0.0
2871,longcat,1.0,"I have purchased two of these 64gb sd cards and used them in an Android phone, and in a video recorder.After about 3 months usage in my phone, the card would randomly unmount and it took many remounts or reboots to get the card to work again.  Eventually, it stopped accepting writes at all, and couldn't even be formatted... although I could see what was on there.I repurchased the card, and after a couple months, the same thing happened again: random unmounts.  I moved the card to a video recorder, where it worked for a while... but even with a different usage pattern, it died again.I have had no problems with 32GB cards so far.  I'm staying away from this generation of 64GB cards.----EDIT----Getting these cards RMA'd was quick and easy.  I had a Lexar 128GB SD card die too, and I sent the cards in all at the same time.  I haven't gotten an update from Lexar, but I got updates AND my replacement from SanDisk.  Supposedly there was something fixed in this new card revision.  I hope so.",2013-07-17,509,0,0,0,0,0.0,0.0
2879,Louis Moga,2.0,"The cars seemed great, but occasionally the card is suddenly &#34;not formatted&#34;, even without writing new data to it. Has happened in multiple devices.I lost some video I can't rerecord on it, and am fairly upset.Some forums say that the early runs of these cards did that occasionally and that it has been fixed on new runs, but I find it difficult to trust them now. I have never had this problem with any SanDisk product before, including the 5 of these cards I have in 32GB.Very disappointed.",2013-12-29,344,0,0,0,0,0.0,0.0
2884,"LP Johnson ""brother in the struggle""",4.0,"I like the storage capacity of this little gadget. Purchased for use in my SmartPhone. SanDIsk has shown itself to be a truly reliable and quality storage device company and should do well in years to come.  This 32 GB micro  memory card comes with an adapter so that you can use it for other purposes.  They tend to be a bit on the pricey side, but you can't beat Amazon for pricing.  Go ahead, get one or two of these, they are a worthwhile investment, and you won't be disappointed.",2014-01-29,313,0,1,1,-1,0.0,0.0
2886,"L. Pombo ""felinelvr""",4.0,"I ordered a 64 Gig card, and the card received states it is a 64 Gig card, though it only hold 28 Gigs of Data! I got ripped off. I did not check it until after the 30 days had passed. But it appears to be some sort of scam. The card is clearly marked 64 gigs, and I have checked the card in two tablets, and two computers it is only a 32 Gig card.Edit: The company directed me to a tool to reformat this card and I was able to get close to my 64 gigs of data, though I do not like using third party tools. I have Windows, Mac and Linux systems and any of those OS's should have been able to format this card correctly. I will minus a star for having to use a third party tool. Otherwise these are great cards.",2014-03-19,264,0,0,0,0,0.0,0.0
2889,L. Rushforth,1.0,"My Motorola Droid Razr Maxx HD works fine with a 16GB SanDisk card, but the 32GB card died in less than 3 months.  SanDisk will replace the card under warranty, but the SanDisk customer support team informs me that the replacement process takes about a month.  For two months, the card worked flawlessly, and then it started to have intermittent errors.  I thought it might be a problem with my phone, so I tried a 16GB card, and I never had a problem. When I returned to the 32GB card, the intermittent problems returned and got worse.  Eventually the card completely died, and it is no longer recognized by either my phone or my computer-connected card reader.  Both Windows 7 and my phone now act as if no card were inserted even when it's well seated.I plan to update this when I have used my warranty-replacement card for three months, but that will be at least four months from now.",2013-01-23,684,0,1,1,-1,0.0,0.0
2891,lt_4ever,3.0,"Well, it does work and glad that it is not fake as you would get if you bought from other online stores at $50 a piece. But their max transfer speed is only at 18mb/s not 30 as advertised and I have a very decent desktop with usb3 connector.",2014-05-21,201,0,0,0,0,0.0,0.0
2895,Lui,3.0,Um nothing much to really say about it . The adapter for it works but I gave it 3 stars because it goes in n out sometimes,2014-01-16,326,0,0,0,0,0.0,0.0
2908,Luke W,4.0,I have had no problems with this memory card. Owned it a couple years and transfered it from phone to phone.,2013-08-08,487,0,0,0,0,0.0,0.0
2909,Luopo,4.0,"I know armed with this in my Android tablet and wearing my three wolf tshirt, I will be the envy of all geek girls who will be uncontrollably attracted to my Asian maleness.",2014-02-24,287,53,183,236,-130,0.2245762711864407,0.1759911346764453
2916,L. Wong,3.0,"when it did work it worked well, one day it just died 3 months after I bought it. I know these thinks happen with any memory card, it happened to me on another card I had, but that is another story. luckily sandisk has decent customer service, and will send me a new card, they were actually easy to work with, I contacted them through email, hopefully all goes well that ends well",2013-02-13,663,0,0,0,0,0.0,0.0
2917,L. Yin,1.0,Bought it for my LG L9 Android phone and in the phone it stayed.  Speed is average.  The problem is that it broke within 8 months with all my data in there.,2013-07-17,509,0,0,0,0,0.0,0.0
2918,"Lynchphile ""LYNCHPHILE""",4.0,No problems with this micro SD. It works and works again. And then you know what? It works even again,2014-05-02,220,0,0,0,0,0.0,0.0
2933,"Mad Don ""maddon""",4.0,Whats not to like? It is what it is. I always buy this brand of cards and drives. They have never failed me.,2013-05-11,576,0,0,0,0,0.0,0.0
2934,mad G.I.,1.0,"I bought this card, originally for my Galaxy Note II, with the intentions of using it as my primary downloader, but I could not get it to format correctly for the phone, even using third party format software.I then tried it in my Galaxy Tab2 7.0plus......same problems.I finally, and ridiculously, put the card in my Nikon D5100 camera. I could take a whopping 8k photos, on high/large settings (not that I would ever need to take that many photos in one session). This was the last option I had, to use the card.It worked well, taking photos of a holiday, and thankfully, it did not fail before I could get my photos onto a computer. Since then, I have inserted it back in the camera, and reformatted (like you always should), and bam, one photo is good, after that, failure, every single time. So now I have a 64GB card, that is capable of taking and storing ONE PHOTO at a time, before I must run a ""fix file system"" on my computer.Don't waste your money on this card, over priced, not really faster than the other cards I have, and zero longevity. This may be a one off, but I think it is a problem created by the proprietary format exFAT, that makes this card a loser, or more to the point, the poor customer who buys it.UPDATE JULY 2012After contacting sandisk, they have offered an RMA, but first they must verify that I have not tried to ""recover"" or ""wipe"" the data on the card, and I must ship it, at my expense, to Taiwan. I have since emailed them in reply to the requested information (date of purchase, photos of the card, packaging ect), and I told them that the data on their is my data, and if I could have accessed the card, I would have wiped it, why should I give them my information, stored on the card? That makes me less than happy, I am guessing that they want to discourage returns. Who would want to send data to a company, not knowing who will access it, and what they will do with the information contained? I would have wiped the card, but it was unreadable, unable to format, unable to do anything. I will send it to them, hoping that the information is destroyed, along with the bad card.Sandisk, you are asking a whole lot of your customers, and since this card has gone bad, I have had several other cards from them, go bad as well, seems to be a whole lot of cards being shipped that die in very short time periods. I used to love their products, and their older flash drives are great, still using a micro cruzer that is 6 years old, and going strong. I have not had one single microSD card, from this company, last more than three months, since I moved to the Philippines. Either they send their junk to the Philippines, or they have dropped QC from their business model, to create higher profit margins.**UPDATE 2**After emailing Sandisk, and expressing my displeasure with having to return the item, intact, so that they can ""assess"" the card, and look at/recover what ever personal information may have been stored on the card, they rescinded. I can only assume that they want to get the card back, to verify that it is bad, or make sure that you are not just trying to get a free card out of them, which I can understand. Instead of requiring me to send the card back to them, they asked that I cut the card, and send a photo of the ""destroyed"" card, so they could process a new card, to be sent to me, directly in the Philippines. I hammered them pretty hard in this review, and in the email I sent to them, regarding the bad card, and sometimes, you get results, in this case, I give them 5 stars for doing the right thing. I had no problem cutting the card, since it would not operate in any of my devices anyway, but I did have a problem returning the device, intact, with out knowing what information was stored on the card (banking, amazon account info, passwords, ect.) I would have just kept the card, destroyed it, and never bought another from sandisk. With their faith restoring gesture, I will not remove them from my list of companies to avoid. I just hope that they get better at QC. I returned another defective card to the retailer yesterday, only to find out that you MUST have the original packaging for a replacement. I was lucky to still have one of my packages, but since I bought several of the cards, I am not sure if I gave them the matching package for the card I returned.I would suggest that if you are like me, and have several devices (2 DSLR's, galaxy Tab2, galaxy Note 2, SII, LG-P920), that you find a way to mark each card/package, and keep the package, in the case that the card should go bad. I have had more than half of my sandisk 32gb cards, fail on me, in less than 6 months. I only buy them, because of the cards available in my area, these are the best, which is scary, with such a high failure rate.",2013-05-29,558,0,0,0,0,0.0,0.0
